submitit INFO (2025-11-30 00:29:43,284) - Starting with JobEnvironment(job_id=13362363, hostname=sphinx4.stanford.edu, local_rank=0(1), node=0(1), global_rank=0(1))
submitit INFO (2025-11-30 00:29:43,284) - Loading pickle: /sphinx/u/cye/emergent-doordash/christine_experiments/20251113/submitit_logs/13362363_submitted.pkl
---------------------------------------------------------                       
mmlu_0_shot (14,042 samples): vllm/Qwen2.5-7B-Instruct                          
max_connections: 32, temperature: 0.0, fail_on_error: False, retry_on_error: 10,
dataset: cais/mmlu                                                              
---------------------------------------------------------                       
                                                                                
Steps:  23/14042   0% | Samples:   1/14042 | accuracy:  n/a | vllm:  1/32 | HTTP retries: 0
Steps: 360/14042   2% | Samples: 356/14042 | accuracy: 0.68 | vllm: 22/32 | HTTP retries: 892
Steps: 363/14042   2% | Samples: 357/14042 | accuracy: 0.68 | vllm: 25/32 | HTTP retries: 907
Steps: 370/14042   2% | Samples: 364/14042 | accuracy: 0.68 | vllm: 25/32 | HTTP retries: 932
Steps: 371/14042   2% | Samples: 366/14042 | accuracy: 0.68 | vllm: 26/32 | HTTP retries: 953
Steps: 392/14042   2% | Samples: 372/14042 | accuracy: 0.68 | vllm: 11/32 | HTTP retries: 986
Steps: 397/14042   2% | Samples: 391/14042 | accuracy: 0.70 | vllm: 23/32 | HTTP retries: 1,010
Steps: 413/14042   2% | Samples: 398/14042 | accuracy: 0.70 | vllm: 16/32 | HTTP retries: 1,063
Steps: 414/14042   2% | Samples: 409/14042 | accuracy: 0.70 | vllm: 18/32 | HTTP retries: 1,083
Steps: 419/14042   2% | Samples: 410/14042 | accuracy: 0.70 | vllm: 19/32 | HTTP retries: 1,083
Steps: 420/14042   2% | Samples: 412/14042 | accuracy: 0.70 | vllm: 21/32 | HTTP retries: 1,089
Steps: 443/14042   3% | Samples: 421/14042 | accuracy: 0.71 | vllm:  9/32 | HTTP retries: 1,136
Steps: 446/14042   3% | Samples: 431/14042 | accuracy: 0.71 | vllm: 14/32 | HTTP retries: 1,150
Steps: 465/14042   3% | Samples: 447/14042 | accuracy: 0.71 | vllm: 13/32 | HTTP retries: 1,205
Steps: 467/14042   3% | Samples: 462/14042 | accuracy: 0.71 | vllm: 22/32 | HTTP retries: 1,254
Steps: 469/14042   3% | Samples: 463/14042 | accuracy: 0.71 | vllm: 23/32 | HTTP retries: 1,256
Steps: 485/14042   3% | Samples: 470/14042 | accuracy: 0.71 | vllm: 16/32 | HTTP retries: 1,308
Steps: 496/14042   3% | Samples: 483/14042 | accuracy: 0.72 | vllm: 16/32 | HTTP retries: 1,325
Steps: 513/14042   3% | Samples: 497/14042 | accuracy: 0.72 | vllm: 15/32 | HTTP retries: 1,383
Steps: 529/14042   3% | Samples: 514/14042 | accuracy: 0.71 | vllm: 16/32 | HTTP retries: 1,419
Steps: 546/14042   3% | Samples: 530/14042 | accuracy: 0.72 | vllm: 15/32 | HTTP retries: 1,492
Steps: 558/14042   3% | Samples: 547/14042 | accuracy: 0.71 | vllm: 20/32 | HTTP retries: 1,537
Steps: 561/14042   3% | Samples: 559/14042 | accuracy: 0.71 | vllm: 29/32 | HTTP retries: 1,604
Steps: 564/14042   4% | Samples: 562/14042 | accuracy: 0.71 | vllm: 29/32 | HTTP retries: 1,654
Steps: 577/14042   4% | Samples: 565/14042 | accuracy: 0.71 | vllm: 19/32 | HTTP retries: 1,685
Steps: 596/14042   4% | Samples: 578/14042 | accuracy: 0.71 | vllm: 13/32 | HTTP retries: 1,755
Steps: 600/14042   4% | Samples: 596/14042 | accuracy: 0.71 | vllm: 22/32 | HTTP retries: 1,792
Steps: 603/14042   4% | Samples: 597/14042 | accuracy: 0.71 | vllm: 25/32 | HTTP retries: 1,801
Steps: 618/14042   4% | Samples: 604/14042 | accuracy: 0.71 | vllm: 17/32 | HTTP retries: 1,827
Steps: 619/14042   4% | Samples: 615/14042 | accuracy: 0.71 | vllm: 13/32 | HTTP retries: 1,839
Steps: 620/14042   4% | Samples: 616/14042 | accuracy: 0.71 | vllm: 14/32 | HTTP retries: 1,839
Steps: 630/14042   4% | Samples: 617/14042 | accuracy: 0.71 | vllm: 15/32 | HTTP retries: 1,839
Steps: 631/14042   4% | Samples: 618/14042 | accuracy: 0.71 | vllm: 16/32 | HTTP retries: 1,840
Steps: 645/14042   4% | Samples: 632/14042 | accuracy: 0.71 | vllm: 18/32 | HTTP retries: 1,914
Steps: 656/14042   4% | Samples: 646/14042 | accuracy: 0.71 | vllm: 21/32 | HTTP retries: 1,978
Steps: 667/14042   4% | Samples: 657/14042 | accuracy: 0.71 | vllm: 21/32 | HTTP retries: 2,046
Steps: 684/14042   4% | Samples: 668/14042 | accuracy: 0.71 | vllm: 15/32 | HTTP retries: 2,103
Steps: 690/14042   4% | Samples: 685/14042 | accuracy: 0.71 | vllm: 26/32 | HTTP retries: 2,164
Steps: 695/14042   4% | Samples: 691/14042 | accuracy: 0.71 | vllm: 27/32 | HTTP retries: 2,207
Steps: 712/14042   5% | Samples: 696/14042 | accuracy: 0.71 | vllm: 15/32 | HTTP retries: 2,267
Steps: 715/14042   5% | Samples: 713/14042 | accuracy: 0.71 | vllm: 29/32 | HTTP retries: 2,355
Steps: 722/14042   5% | Samples: 716/14042 | accuracy: 0.71 | vllm: 25/32 | HTTP retries: 2,396
Steps: 744/14042   5% | Samples: 723/14042 | accuracy: 0.71 | vllm: 10/32 | HTTP retries: 2,433
Steps: 747/14042   5% | Samples: 743/14042 | accuracy: 0.71 | vllm: 25/32 | HTTP retries: 2,481
Steps: 770/14042   5% | Samples: 748/14042 | accuracy: 0.71 | vllm:  9/32 | HTTP retries: 2,522
Steps: 777/14042   5% | Samples: 762/14042 | accuracy: 0.72 | vllm: 14/32 | HTTP retries: 2,543
Steps: 784/14042   5% | Samples: 778/14042 | accuracy: 0.72 | vllm: 25/32 | HTTP retries: 2,618
Steps: 791/14042   5% | Samples: 785/14042 | accuracy: 0.72 | vllm: 25/32 | HTTP retries: 2,690
Steps: 811/14042   5% | Samples: 792/14042 | accuracy: 0.72 | vllm: 12/32 | HTTP retries: 2,732
Steps: 821/14042   5% | Samples: 802/14042 | accuracy: 0.72 | vllm: 10/32 | HTTP retries: 2,740
Steps: 835/14042   5% | Samples: 822/14042 | accuracy: 0.72 | vllm: 17/32 | HTTP retries: 2,787
Steps: 836/14042   5% | Samples: 826/14042 | accuracy: 0.72 | vllm: 19/32 | HTTP retries: 2,792
Steps: 840/14042   5% | Samples: 837/14042 | accuracy: 0.72 | vllm: 13/32 | HTTP retries: 2,829
Steps: 855/14042   6% | Samples: 838/14042 | accuracy: 0.71 | vllm: 13/32 | HTTP retries: 2,829
Steps: 856/14042   6% | Samples: 841/14042 | accuracy: 0.72 | vllm: 16/32 | HTTP retries: 2,830
Steps: 866/14042   6% | Samples: 854/14042 | accuracy: 0.71 | vllm: 16/32 | HTTP retries: 2,850
Steps: 867/14042   6% | Samples: 858/14042 | accuracy: 0.71 | vllm: 21/32 | HTTP retries: 2,856
Steps: 874/14042   6% | Samples: 868/14042 | accuracy: 0.71 | vllm: 24/32 | HTTP retries: 2,907
Steps: 875/14042   6% | Samples: 873/14042 | accuracy: 0.71 | vllm: 27/32 | HTTP retries: 2,912
Steps: 878/14042   6% | Samples: 876/14042 | accuracy: 0.71 | vllm: 28/32 | HTTP retries: 2,938
Steps: 879/14042   6% | Samples: 877/14042 | accuracy: 0.71 | vllm: 29/32 | HTTP retries: 2,938
Steps: 895/14042   6% | Samples: 880/14042 | accuracy: 0.71 | vllm:  9/32 | HTTP retries: 2,961
Steps: 902/14042   6% | Samples: 881/14042 | accuracy: 0.71 | vllm: 10/32 | HTTP retries: 2,962
Steps: 903/14042   6% | Samples: 888/14042 | accuracy: 0.72 | vllm: 16/32 | HTTP retries: 2,978
Steps: 909/14042   6% | Samples: 897/14042 | accuracy: 0.72 | vllm:  8/32 | HTTP retries: 2,978
Steps: 918/14042   6% | Samples: 898/14042 | accuracy: 0.72 | vllm:  9/32 | HTTP retries: 2,978
Steps: 923/14042   6% | Samples: 919/14042 | accuracy: 0.72 | vllm: 27/32 | HTTP retries: 3,041
Steps: 937/14042   6% | Samples: 924/14042 | accuracy: 0.72 | vllm: 18/32 | HTTP retries: 3,066
Steps: 951/14042   6% | Samples: 936/14042 | accuracy: 0.72 | vllm: 14/32 | HTTP retries: 3,084
Steps: 960/14042   6% | Samples: 952/14042 | accuracy: 0.72 | vllm: 23/32 | HTTP retries: 3,154
Steps: 982/14042   6% | Samples: 961/14042 | accuracy: 0.71 | vllm: 10/32 | HTTP retries: 3,187
Steps: 988/14042   7% | Samples: 983/14042 | accuracy: 0.72 | vllm: 26/32 | HTTP retries: 3,236
Steps: 1008/14042   7% | Samples: 989/14042 | accuracy: 0.72 | vllm: 11/32 | HTTP retries: 3,267
Steps: 1009/14042   7% | Samples: 991/14042 | accuracy: 0.72 | vllm: 12/32 | HTTP retries: 3,268
Steps: 1014/14042   7% | Samples: 999/14042 | accuracy: 0.72 | vllm: 14/32 | HTTP retries: 3,283
Steps: 1041/14042   7% | Samples: 1015/14042 | accuracy: 0.72 | vllm:  5/32 | HTTP retries: 3,328
Steps: 1050/14042   7% | Samples: 1027/14042 | accuracy: 0.72 | vllm:  6/32 | HTTP retries: 3,332
Steps: 1069/14042   7% | Samples: 1051/14042 | accuracy: 0.72 | vllm: 13/32 | HTTP retries: 3,382
Steps: 1081/14042   7% | Samples: 1070/14042 | accuracy: 0.72 | vllm: 20/32 | HTTP retries: 3,425
Steps: 1093/14042   7% | Samples: 1082/14042 | accuracy: 0.72 | vllm: 19/32 | HTTP retries: 3,487
Steps: 1094/14042   7% | Samples: 1086/14042 | accuracy: 0.72 | vllm: 21/32 | HTTP retries: 3,490
Steps: 1118/14042   7% | Samples: 1095/14042 | accuracy: 0.72 | vllm:  7/32 | HTTP retries: 3,534
Steps: 1119/14042   7% | Samples: 1096/14042 | accuracy: 0.72 | vllm:  8/32 | HTTP retries: 3,534
Steps: 1125/14042   8% | Samples: 1104/14042 | accuracy: 0.72 | vllm: 10/32 | HTTP retries: 3,552
Steps: 1140/14042   8% | Samples: 1126/14042 | accuracy: 0.72 | vllm: 16/32 | HTTP retries: 3,606
Steps: 1141/14042   8% | Samples: 1127/14042 | accuracy: 0.72 | vllm: 17/32 | HTTP retries: 3,607
Steps: 1148/14042   8% | Samples: 1138/14042 | accuracy: 0.72 | vllm: 19/32 | HTTP retries: 3,632
Steps: 1164/14042   8% | Samples: 1149/14042 | accuracy: 0.72 | vllm: 15/32 | HTTP retries: 3,678
Steps: 1165/14042   8% | Samples: 1150/14042 | accuracy: 0.72 | vllm: 16/32 | HTTP retries: 3,678
Steps: 1169/14042   8% | Samples: 1151/14042 | accuracy: 0.72 | vllm: 12/32 | HTTP retries: 3,698
Steps: 1170/14042   8% | Samples: 1154/14042 | accuracy: 0.72 | vllm: 14/32 | HTTP retries: 3,699
Steps: 1187/14042   8% | Samples: 1171/14042 | accuracy: 0.72 | vllm: 14/32 | HTTP retries: 3,752
Steps: 1188/14042   8% | Samples: 1172/14042 | accuracy: 0.72 | vllm: 15/32 | HTTP retries: 3,753
Steps: 1199/14042   8% | Samples: 1185/14042 | accuracy: 0.71 | vllm: 15/32 | HTTP retries: 3,771
Steps: 1202/14042   8% | Samples: 1189/14042 | accuracy: 0.71 | vllm: 18/32 | HTTP retries: 3,778
Steps: 1224/14042   8% | Samples: 1203/14042 | accuracy: 0.72 | vllm: 10/32 | HTTP retries: 3,830
Steps: 1234/14042   8% | Samples: 1220/14042 | accuracy: 0.72 | vllm: 15/32 | HTTP retries: 3,855
Steps: 1257/14042   8% | Samples: 1235/14042 | accuracy: 0.71 | vllm:  8/32 | HTTP retries: 3,905
Steps: 1258/14042   8% | Samples: 1236/14042 | accuracy: 0.71 | vllm:  9/32 | HTTP retries: 3,905
Steps: 1271/14042   9% | Samples: 1253/14042 | accuracy: 0.71 | vllm: 11/32 | HTTP retries: 3,924
Steps: 1281/14042   9% | Samples: 1272/14042 | accuracy: 0.71 | vllm: 22/32 | HTTP retries: 3,979
Steps: 1294/14042   9% | Samples: 1282/14042 | accuracy: 0.71 | vllm: 19/32 | HTTP retries: 4,020
Steps: 1302/14042   9% | Samples: 1295/14042 | accuracy: 0.71 | vllm: 23/32 | HTTP retries: 4,079
Steps: 1303/14042   9% | Samples: 1297/14042 | accuracy: 0.71 | vllm: 24/32 | HTTP retries: 4,079
Steps: 1321/14042   9% | Samples: 1304/14042 | accuracy: 0.71 | vllm: 14/32 | HTTP retries: 4,113
Steps: 1336/14042   9% | Samples: 1322/14042 | accuracy: 0.71 | vllm: 17/32 | HTTP retries: 4,159
Steps: 1350/14042   9% | Samples: 1337/14042 | accuracy: 0.71 | vllm: 18/32 | HTTP retries: 4,212
Steps: 1369/14042   9% | Samples: 1351/14042 | accuracy: 0.71 | vllm: 13/32 | HTTP retries: 4,271
Steps: 1374/14042   9% | Samples: 1368/14042 | accuracy: 0.72 | vllm: 22/32 | HTTP retries: 4,297
Steps: 1375/14042   9% | Samples: 1370/14042 | accuracy: 0.72 | vllm: 26/32 | HTTP retries: 4,313
Steps: 1389/14042   9% | Samples: 1376/14042 | accuracy: 0.72 | vllm: 18/32 | HTTP retries: 4,353
Steps: 1391/14042   9% | Samples: 1390/14042 | accuracy: 0.71 | vllm: 30/32 | HTTP retries: 4,403
Steps: 1400/14042   9% | Samples: 1392/14042 | accuracy: 0.72 | vllm: 23/32 | HTTP retries: 4,438
Steps: 1407/14042  10% | Samples: 1401/14042 | accuracy: 0.71 | vllm: 24/32 | HTTP retries: 4,498
Steps: 1408/14042  10% | Samples: 1402/14042 | accuracy: 0.71 | vllm: 25/32 | HTTP retries: 4,498
Steps: 1428/14042  10% | Samples: 1409/14042 | accuracy: 0.71 | vllm: 12/32 | HTTP retries: 4,528
Steps: 1430/14042  10% | Samples: 1410/14042 | accuracy: 0.71 | vllm: 11/32 | HTTP retries: 4,539
Steps: 1441/14042  10% | Samples: 1418/14042 | accuracy: 0.71 | vllm:  6/32 | HTTP retries: 4,539
Steps: 1457/14042  10% | Samples: 1442/14042 | accuracy: 0.71 | vllm: 16/32 | HTTP retries: 4,602
Steps: 1463/14042  10% | Samples: 1458/14042 | accuracy: 0.71 | vllm: 26/32 | HTTP retries: 4,657
Steps: 1477/14042  10% | Samples: 1464/14042 | accuracy: 0.71 | vllm: 18/32 | HTTP retries: 4,691
Steps: 1478/14042  10% | Samples: 1466/14042 | accuracy: 0.71 | vllm: 18/32 | HTTP retries: 4,692
Steps: 1480/14042  10% | Samples: 1474/14042 | accuracy: 0.71 | vllm: 21/32 | HTTP retries: 4,715
Steps: 1482/14042  10% | Samples: 1476/14042 | accuracy: 0.71 | vllm: 23/32 | HTTP retries: 4,718
Steps: 1484/14042  10% | Samples: 1479/14042 | accuracy: 0.71 | vllm: 26/32 | HTTP retries: 4,725
Steps: 1502/14042  10% | Samples: 1485/14042 | accuracy: 0.71 | vllm: 14/32 | HTTP retries: 4,766
Steps: 1509/14042  10% | Samples: 1496/14042 | accuracy: 0.71 | vllm: 15/32 | HTTP retries: 4,781
Steps: 1510/14042  10% | Samples: 1499/14042 | accuracy: 0.71 | vllm: 18/32 | HTTP retries: 4,781
Steps: 1539/14042  10% | Samples: 1511/14042 | accuracy: 0.71 | vllm:  3/32 | HTTP retries: 4,826
Steps: 1542/14042  10% | Samples: 1512/14042 | accuracy: 0.71 | vllm:  1/32 | HTTP retries: 4,829
Steps: 1560/14042  11% | Samples: 1543/14042 | accuracy: 0.71 | vllm: 14/32 | HTTP retries: 4,880
Steps: 1578/14042  11% | Samples: 1561/14042 | accuracy: 0.71 | vllm: 14/32 | HTTP retries: 4,918
Steps: 1599/14042  11% | Samples: 1579/14042 | accuracy: 0.71 | vllm: 10/32 | HTTP retries: 4,986
Steps: 1600/14042  11% | Samples: 1582/14042 | accuracy: 0.71 | vllm: 11/32 | HTTP retries: 4,986
Steps: 1604/14042  11% | Samples: 1596/14042 | accuracy: 0.71 | vllm: 18/32 | HTTP retries: 5,013
Steps: 1607/14042  11% | Samples: 1599/14042 | accuracy: 0.71 | vllm: 21/32 | HTTP retries: 5,014
Steps: 1627/14042  11% | Samples: 1608/14042 | accuracy: 0.71 | vllm: 12/32 | HTTP retries: 5,064
Steps: 1640/14042  11% | Samples: 1618/14042 | accuracy: 0.71 | vllm:  7/32 | HTTP retries: 5,071
Steps: 1648/14042  11% | Samples: 1641/14042 | accuracy: 0.71 | vllm: 23/32 | HTTP retries: 5,138
Steps: 1649/14042  11% | Samples: 1644/14042 | accuracy: 0.71 | vllm: 24/32 | HTTP retries: 5,149
Steps: 1677/14042  11% | Samples: 1650/14042 | accuracy: 0.71 | vllm:  4/32 | HTTP retries: 5,178
Steps: 1691/14042  12% | Samples: 1668/14042 | accuracy: 0.71 | vllm:  6/32 | HTTP retries: 5,194
Steps: 1716/14042  12% | Samples: 1692/14042 | accuracy: 0.71 | vllm:  7/32 | HTTP retries: 5,261
Steps: 1723/14042  12% | Samples: 1709/14042 | accuracy: 0.71 | vllm:  9/32 | HTTP retries: 5,282
Steps: 1729/14042  12% | Samples: 1711/14042 | accuracy: 0.71 | vllm: 11/32 | HTTP retries: 5,283
Steps: 1744/14042  12% | Samples: 1730/14042 | accuracy: 0.71 | vllm: 17/32 | HTTP retries: 5,354
Steps: 1750/14042  12% | Samples: 1745/14042 | accuracy: 0.71 | vllm: 26/32 | HTTP retries: 5,433
Steps: 1763/14042  12% | Samples: 1751/14042 | accuracy: 0.71 | vllm: 19/32 | HTTP retries: 5,465
Steps: 1765/14042  12% | Samples: 1762/14042 | accuracy: 0.71 | vllm: 26/32 | HTTP retries: 5,504
Steps: 1780/14042  12% | Samples: 1766/14042 | accuracy: 0.71 | vllm: 17/32 | HTTP retries: 5,568
Steps: 1785/14042  12% | Samples: 1781/14042 | accuracy: 0.71 | vllm: 27/32 | HTTP retries: 5,613
Steps: 1799/14042  12% | Samples: 1786/14042 | accuracy: 0.71 | vllm: 18/32 | HTTP retries: 5,652
Steps: 1806/14042  12% | Samples: 1798/14042 | accuracy: 0.71 | vllm: 16/32 | HTTP retries: 5,676
Steps: 1811/14042  12% | Samples: 1800/14042 | accuracy: 0.71 | vllm: 20/32 | HTTP retries: 5,686
Steps: 1829/14042  13% | Samples: 1812/14042 | accuracy: 0.71 | vllm: 14/32 | HTTP retries: 5,742
Steps: 1830/14042  13% | Samples: 1829/14042 | accuracy: 0.71 | vllm: 17/32 | HTTP retries: 5,768
Steps: 1844/14042  13% | Samples: 1830/14042 | accuracy: 0.71 | vllm: 17/32 | HTTP retries: 5,774
Steps: 1858/14042  13% | Samples: 1845/14042 | accuracy: 0.71 | vllm: 18/32 | HTTP retries: 5,855
Steps: 1871/14042  13% | Samples: 1859/14042 | accuracy: 0.71 | vllm: 19/32 | HTTP retries: 5,921
Steps: 1881/14042  13% | Samples: 1872/14042 | accuracy: 0.71 | vllm: 22/32 | HTTP retries: 5,989
Steps: 1901/14042  13% | Samples: 1882/14042 | accuracy: 0.71 | vllm: 12/32 | HTTP retries: 6,031
Steps: 1905/14042  13% | Samples: 1899/14042 | accuracy: 0.71 | vllm: 21/32 | HTTP retries: 6,063
Steps: 1907/14042  13% | Samples: 1901/14042 | accuracy: 0.71 | vllm: 23/32 | HTTP retries: 6,064
Steps: 1925/14042  13% | Samples: 1908/14042 | accuracy: 0.71 | vllm: 14/32 | HTTP retries: 6,114
Steps: 1937/14042  13% | Samples: 1919/14042 | accuracy: 0.71 | vllm: 11/32 | HTTP retries: 6,128
Steps: 1958/14042  13% | Samples: 1938/14042 | accuracy: 0.71 | vllm: 11/32 | HTTP retries: 6,187
Steps: 1966/14042  14% | Samples: 1955/14042 | accuracy: 0.71 | vllm: 18/32 | HTTP retries: 6,211
Steps: 1975/14042  14% | Samples: 1959/14042 | accuracy: 0.71 | vllm: 15/32 | HTTP retries: 6,215
Steps: 1981/14042  14% | Samples: 1976/14042 | accuracy: 0.71 | vllm: 26/32 | HTTP retries: 6,273
Steps: 2004/14042  14% | Samples: 1982/14042 | accuracy: 0.71 | vllm:  9/32 | HTTP retries: 6,308
Steps: 2006/14042  14% | Samples: 1993/14042 | accuracy: 0.71 | vllm:  8/32 | HTTP retries: 6,320
Steps: 2014/14042  14% | Samples: 1994/14042 | accuracy: 0.71 | vllm:  9/32 | HTTP retries: 6,320
Steps: 2032/14042  14% | Samples: 2015/14042 | accuracy: 0.71 | vllm: 14/32 | HTTP retries: 6,380
Steps: 2039/14042  14% | Samples: 2033/14042 | accuracy: 0.71 | vllm: 25/32 | HTTP retries: 6,435
Steps: 2056/14042  14% | Samples: 2040/14042 | accuracy: 0.71 | vllm: 15/32 | HTTP retries: 6,470
Steps: 2063/14042  14% | Samples: 2049/14042 | accuracy: 0.71 | vllm: 15/32 | HTTP retries: 6,489
Steps: 2083/14042  14% | Samples: 2064/14042 | accuracy: 0.71 | vllm: 12/32 | HTTP retries: 6,540
Steps: 2090/14042  14% | Samples: 2074/14042 | accuracy: 0.71 | vllm: 10/32 | HTTP retries: 6,563
Steps: 2093/14042  14% | Samples: 2077/14042 | accuracy: 0.71 | vllm: 13/32 | HTTP retries: 6,564
Steps: 2111/14042  15% | Samples: 2094/14042 | accuracy: 0.71 | vllm: 14/32 | HTTP retries: 6,625
Steps: 2124/14042  15% | Samples: 2112/14042 | accuracy: 0.71 | vllm: 19/32 | HTTP retries: 6,671
Steps: 2128/14042  15% | Samples: 2125/14042 | accuracy: 0.71 | vllm: 28/32 | HTTP retries: 6,731
Steps: 2154/14042  15% | Samples: 2129/14042 | accuracy: 0.71 | vllm:  6/32 | HTTP retries: 6,755
Steps: 2155/14042  15% | Samples: 2142/14042 | accuracy: 0.71 | vllm: 16/32 | HTTP retries: 6,775
Steps: 2179/14042  15% | Samples: 2156/14042 | accuracy: 0.71 | vllm:  8/32 | HTTP retries: 6,821
Steps: 2187/14042  15% | Samples: 2172/14042 | accuracy: 0.71 | vllm: 13/32 | HTTP retries: 6,847
Steps: 2188/14042  15% | Samples: 2174/14042 | accuracy: 0.71 | vllm: 15/32 | HTTP retries: 6,849
Steps: 2206/14042  15% | Samples: 2189/14042 | accuracy: 0.71 | vllm: 14/32 | HTTP retries: 6,906
Steps: 2212/14042  15% | Samples: 2207/14042 | accuracy: 0.71 | vllm: 26/32 | HTTP retries: 6,970
Steps: 2232/14042  15% | Samples: 2213/14042 | accuracy: 0.71 | vllm: 12/32 | HTTP retries: 7,008
Steps: 2233/14042  15% | Samples: 2225/14042 | accuracy: 0.71 | vllm: 21/32 | HTTP retries: 7,037
Steps: 2248/14042  16% | Samples: 2234/14042 | accuracy: 0.71 | vllm: 17/32 | HTTP retries: 7,076
Steps: 2267/14042  16% | Samples: 2249/14042 | accuracy: 0.71 | vllm: 13/32 | HTTP retries: 7,142
Steps: 2277/14042  16% | Samples: 2268/14042 | accuracy: 0.71 | vllm: 22/32 | HTTP retries: 7,189
Steps: 2298/14042  16% | Samples: 2278/14042 | accuracy: 0.71 | vllm: 11/32 | HTTP retries: 7,238
