submitit INFO (2025-11-30 00:29:46,891) - Starting with JobEnvironment(job_id=13362365, hostname=sphinx10.stanford.edu, local_rank=0(1), node=0(1), global_rank=0(1))
submitit INFO (2025-11-30 00:29:46,892) - Loading pickle: /sphinx/u/cye/emergent-doordash/christine_experiments/20251113/submitit_logs/13362365_submitted.pkl
---------------------------------------------------------                       
mmlu_0_shot (14,042 samples): vllm/Qwen2.5-32B-Instruct                         
max_connections: 32, temperature: 0.0, fail_on_error: False, retry_on_error: 10,
dataset: cais/mmlu                                                              
---------------------------------------------------------                       
                                                                                
Steps:  16/14042   0% | Samples:   1/14042 | accuracy:  n/a | vllm:  1/32 | HTTP retries: 0
Steps: 570/14042   4% | Samples: 558/14042 | accuracy: 0.80 | vllm: 19/32 | HTTP retries: 1,643
Steps: 572/14042   4% | Samples: 571/14042 | accuracy: 0.80 | vllm: 30/32 | HTTP retries: 1,706
Steps: 578/14042   4% | Samples: 573/14042 | accuracy: 0.80 | vllm: 26/32 | HTTP retries: 1,758
Steps: 600/14042   4% | Samples: 579/14042 | accuracy: 0.80 | vllm: 10/32 | HTTP retries: 1,798
Steps: 602/14042   4% | Samples: 587/14042 | accuracy: 0.80 | vllm: 14/32 | HTTP retries: 1,809
Steps: 619/14042   4% | Samples: 603/14042 | accuracy: 0.80 | vllm: 15/32 | HTTP retries: 1,855
Steps: 628/14042   4% | Samples: 610/14042 | accuracy: 0.80 | vllm: 12/32 | HTTP retries: 1,864
Steps: 629/14042   4% | Samples: 611/14042 | accuracy: 0.80 | vllm:  6/32 | HTTP retries: 1,864
Steps: 635/14042   4% | Samples: 614/14042 | accuracy: 0.80 | vllm:  8/32 | HTTP retries: 1,864
Steps: 641/14042   4% | Samples: 636/14042 | accuracy: 0.80 | vllm: 26/32 | HTTP retries: 1,934
Steps: 661/14042   4% | Samples: 642/14042 | accuracy: 0.80 | vllm: 12/32 | HTTP retries: 1,955
Steps: 670/14042   4% | Samples: 653/14042 | accuracy: 0.80 | vllm: 12/32 | HTTP retries: 1,984
Steps: 693/14042   4% | Samples: 671/14042 | accuracy: 0.80 | vllm:  9/32 | HTTP retries: 2,041
Steps: 701/14042   4% | Samples: 691/14042 | accuracy: 0.81 | vllm: 19/32 | HTTP retries: 2,077
Steps: 706/14042   5% | Samples: 702/14042 | accuracy: 0.81 | vllm: 27/32 | HTTP retries: 2,152
Steps: 736/14042   5% | Samples: 707/14042 | accuracy: 0.81 | vllm:  2/32 | HTTP retries: 2,198
Steps: 742/14042   5% | Samples: 724/14042 | accuracy: 0.81 | vllm: 11/32 | HTTP retries: 2,206
Steps: 766/14042   5% | Samples: 743/14042 | accuracy: 0.81 | vllm:  7/32 | HTTP retries: 2,255
Steps: 767/14042   5% | Samples: 746/14042 | accuracy: 0.81 | vllm: 10/32 | HTTP retries: 2,263
Steps: 773/14042   5% | Samples: 753/14042 | accuracy: 0.81 | vllm:  9/32 | HTTP retries: 2,263
Steps: 792/14042   5% | Samples: 774/14042 | accuracy: 0.82 | vllm: 13/32 | HTTP retries: 2,312
Steps: 801/14042   5% | Samples: 785/14042 | accuracy: 0.82 | vllm: 13/32 | HTTP retries: 2,332
Steps: 824/14042   5% | Samples: 802/14042 | accuracy: 0.82 | vllm:  8/32 | HTTP retries: 2,377
Steps: 825/14042   5% | Samples: 804/14042 | accuracy: 0.82 | vllm:  9/32 | HTTP retries: 2,377
Steps: 826/14042   5% | Samples: 812/14042 | accuracy: 0.82 | vllm: 17/32 | HTTP retries: 2,391
Steps: 835/14042   5% | Samples: 821/14042 | accuracy: 0.82 | vllm: 15/32 | HTTP retries: 2,394
Steps: 839/14042   5% | Samples: 825/14042 | accuracy: 0.82 | vllm: 15/32 | HTTP retries: 2,395
Steps: 860/14042   6% | Samples: 840/14042 | accuracy: 0.82 | vllm: 10/32 | HTTP retries: 2,446
Steps: 861/14042   6% | Samples: 844/14042 | accuracy: 0.82 | vllm: 12/32 | HTTP retries: 2,450
Steps: 871/14042   6% | Samples: 858/14042 | accuracy: 0.82 | vllm: 16/32 | HTTP retries: 2,471
Steps: 894/14042   6% | Samples: 872/14042 | accuracy: 0.82 | vllm:  9/32 | HTTP retries: 2,522
Steps: 907/14042   6% | Samples: 889/14042 | accuracy: 0.82 | vllm: 11/32 | HTTP retries: 2,539
Steps: 922/14042   6% | Samples: 908/14042 | accuracy: 0.82 | vllm: 16/32 | HTTP retries: 2,593
Steps: 923/14042   6% | Samples: 909/14042 | accuracy: 0.82 | vllm: 17/32 | HTTP retries: 2,593
Steps: 935/14042   6% | Samples: 924/14042 | accuracy: 0.82 | vllm: 20/32 | HTTP retries: 2,634
Steps: 946/14042   6% | Samples: 936/14042 | accuracy: 0.82 | vllm: 12/32 | HTTP retries: 2,683
Steps: 955/14042   6% | Samples: 937/14042 | accuracy: 0.82 | vllm: 12/32 | HTTP retries: 2,686
Steps: 956/14042   6% | Samples: 942/14042 | accuracy: 0.82 | vllm: 15/32 | HTTP retries: 2,691
Steps: 966/14042   6% | Samples: 953/14042 | accuracy: 0.82 | vllm: 16/32 | HTTP retries: 2,703
Steps: 991/14042   7% | Samples: 967/14042 | accuracy: 0.82 | vllm:  6/32 | HTTP retries: 2,753
Steps: 992/14042   7% | Samples: 972/14042 | accuracy: 0.82 | vllm:  9/32 | HTTP retries: 2,755
Steps: 1007/14042   7% | Samples: 984/14042 | accuracy: 0.82 | vllm:  6/32 | HTTP retries: 2,765
Steps: 1017/14042   7% | Samples: 1008/14042 | accuracy: 0.82 | vllm: 22/32 | HTTP retries: 2,820
Steps: 1044/14042   7% | Samples: 1018/14042 | accuracy: 0.82 | vllm:  5/32 | HTTP retries: 2,854
Steps: 1058/14042   7% | Samples: 1035/14042 | accuracy: 0.82 | vllm:  6/32 | HTTP retries: 2,870
Steps: 1080/14042   7% | Samples: 1059/14042 | accuracy: 0.82 | vllm:  9/32 | HTTP retries: 2,923
Steps: 1081/14042   7% | Samples: 1061/14042 | accuracy: 0.82 | vllm: 10/32 | HTTP retries: 2,925
Steps: 1099/14042   7% | Samples: 1076/14042 | accuracy: 0.81 | vllm:  6/32 | HTTP retries: 2,946
Steps: 1111/14042   7% | Samples: 1100/14042 | accuracy: 0.81 | vllm: 20/32 | HTTP retries: 2,993
Steps: 1126/14042   8% | Samples: 1112/14042 | accuracy: 0.81 | vllm: 17/32 | HTTP retries: 3,046
Steps: 1150/14042   8% | Samples: 1127/14042 | accuracy: 0.81 | vllm:  8/32 | HTTP retries: 3,098
Steps: 1166/14042   8% | Samples: 1144/14042 | accuracy: 0.81 | vllm:  7/32 | HTTP retries: 3,113
Steps: 1171/14042   8% | Samples: 1167/14042 | accuracy: 0.81 | vllm: 27/32 | HTTP retries: 3,176
Steps: 1179/14042   8% | Samples: 1172/14042 | accuracy: 0.81 | vllm: 23/32 | HTTP retries: 3,205
Steps: 1180/14042   8% | Samples: 1176/14042 | accuracy: 0.81 | vllm: 27/32 | HTTP retries: 3,217
Steps: 1196/14042   8% | Samples: 1181/14042 | accuracy: 0.81 | vllm: 15/32 | HTTP retries: 3,247
Steps: 1197/14042   8% | Samples: 1182/14042 | accuracy: 0.81 | vllm: 16/32 | HTTP retries: 3,247
Steps: 1203/14042   8% | Samples: 1198/14042 | accuracy: 0.81 | vllm: 26/32 | HTTP retries: 3,303
Steps: 1218/14042   8% | Samples: 1204/14042 | accuracy: 0.81 | vllm: 16/32 | HTTP retries: 3,327
Steps: 1219/14042   8% | Samples: 1205/14042 | accuracy: 0.81 | vllm: 17/32 | HTTP retries: 3,327
Steps: 1232/14042   8% | Samples: 1215/14042 | accuracy: 0.81 | vllm: 12/32 | HTTP retries: 3,340
Steps: 1246/14042   8% | Samples: 1233/14042 | accuracy: 0.81 | vllm: 17/32 | HTTP retries: 3,405
Steps: 1247/14042   8% | Samples: 1234/14042 | accuracy: 0.81 | vllm: 18/32 | HTTP retries: 3,407
Steps: 1249/14042   8% | Samples: 1248/14042 | accuracy: 0.81 | vllm: 30/32 | HTTP retries: 3,471
Steps: 1258/14042   8% | Samples: 1250/14042 | accuracy: 0.81 | vllm: 22/32 | HTTP retries: 3,499
Steps: 1259/14042   8% | Samples: 1251/14042 | accuracy: 0.81 | vllm: 23/32 | HTTP retries: 3,499
Steps: 1278/14042   9% | Samples: 1260/14042 | accuracy: 0.81 | vllm: 12/32 | HTTP retries: 3,557
Steps: 1281/14042   9% | Samples: 1269/14042 | accuracy: 0.81 | vllm: 19/32 | HTTP retries: 3,585
Steps: 1305/14042   9% | Samples: 1282/14042 | accuracy: 0.81 | vllm:  7/32 | HTTP retries: 3,628
Steps: 1306/14042   9% | Samples: 1286/14042 | accuracy: 0.81 | vllm:  9/32 | HTTP retries: 3,634
Steps: 1319/14042   9% | Samples: 1289/14042 | accuracy: 0.81 | vllm:  1/32 | HTTP retries: 3,644
Steps: 1346/14042   9% | Samples: 1320/14042 | accuracy: 0.82 | vllm:  4/32 | HTTP retries: 3,690
Steps: 1347/14042   9% | Samples: 1321/14042 | accuracy: 0.82 | vllm:  4/32 | HTTP retries: 3,694
Steps: 1352/14042   9% | Samples: 1323/14042 | accuracy: 0.82 | vllm:  2/32 | HTTP retries: 3,694
Steps: 1353/14042   9% | Samples: 1331/14042 | accuracy: 0.82 | vllm:  7/32 | HTTP retries: 3,695
Steps: 1377/14042   9% | Samples: 1354/14042 | accuracy: 0.81 | vllm:  8/32 | HTTP retries: 3,746
Steps: 1383/14042   9% | Samples: 1370/14042 | accuracy: 0.81 | vllm: 14/32 | HTTP retries: 3,771
Steps: 1385/14042   9% | Samples: 1372/14042 | accuracy: 0.81 | vllm: 16/32 | HTTP retries: 3,775
Steps: 1400/14042   9% | Samples: 1386/14042 | accuracy: 0.81 | vllm:  6/32 | HTTP retries: 3,812
Steps: 1412/14042  10% | Samples: 1387/14042 | accuracy: 0.81 | vllm:  6/32 | HTTP retries: 3,817
Steps: 1417/14042  10% | Samples: 1389/14042 | accuracy: 0.81 | vllm:  3/32 | HTTP retries: 3,817
Steps: 1418/14042  10% | Samples: 1408/14042 | accuracy: 0.82 | vllm: 19/32 | HTTP retries: 3,827
Steps: 1442/14042  10% | Samples: 1419/14042 | accuracy: 0.82 | vllm:  8/32 | HTTP retries: 3,872
Steps: 1449/14042  10% | Samples: 1435/14042 | accuracy: 0.81 | vllm: 15/32 | HTTP retries: 3,898
Steps: 1474/14042  10% | Samples: 1450/14042 | accuracy: 0.81 | vllm:  6/32 | HTTP retries: 3,947
Steps: 1479/14042  10% | Samples: 1452/14042 | accuracy: 0.81 | vllm:  4/32 | HTTP retries: 3,955
Steps: 1480/14042  10% | Samples: 1459/14042 | accuracy: 0.81 | vllm:  8/32 | HTTP retries: 3,958
Steps: 1497/14042  10% | Samples: 1481/14042 | accuracy: 0.81 | vllm: 15/32 | HTTP retries: 4,011
Steps: 1505/14042  10% | Samples: 1498/14042 | accuracy: 0.81 | vllm: 24/32 | HTTP retries: 4,064
Steps: 1535/14042  10% | Samples: 1506/14042 | accuracy: 0.81 | vllm:  2/32 | HTTP retries: 4,107
Steps: 1536/14042  10% | Samples: 1507/14042 | accuracy: 0.81 | vllm:  2/32 | HTTP retries: 4,109
Steps: 1538/14042  10% | Samples: 1514/14042 | accuracy: 0.81 | vllm:  5/32 | HTTP retries: 4,109
Steps: 1560/14042  11% | Samples: 1539/14042 | accuracy: 0.81 | vllm: 10/32 | HTTP retries: 4,160
Steps: 1564/14042  11% | Samples: 1554/14042 | accuracy: 0.81 | vllm: 11/32 | HTTP retries: 4,181
Steps: 1572/14042  11% | Samples: 1556/14042 | accuracy: 0.81 | vllm: 13/32 | HTTP retries: 4,183
Steps: 1583/14042  11% | Samples: 1573/14042 | accuracy: 0.81 | vllm: 21/32 | HTTP retries: 4,245
Steps: 1584/14042  11% | Samples: 1575/14042 | accuracy: 0.81 | vllm: 21/32 | HTTP retries: 4,253
Steps: 1614/14042  11% | Samples: 1585/14042 | accuracy: 0.81 | vllm:  2/32 | HTTP retries: 4,295
Steps: 1618/14042  11% | Samples: 1602/14042 | accuracy: 0.82 | vllm: 13/32 | HTTP retries: 4,310
Steps: 1633/14042  11% | Samples: 1619/14042 | accuracy: 0.82 | vllm: 11/32 | HTTP retries: 4,359
Steps: 1639/14042  11% | Samples: 1620/14042 | accuracy: 0.82 | vllm: 11/32 | HTTP retries: 4,364
Steps: 1646/14042  11% | Samples: 1624/14042 | accuracy: 0.82 | vllm:  9/32 | HTTP retries: 4,384
Steps: 1661/14042  11% | Samples: 1647/14042 | accuracy: 0.82 | vllm: 17/32 | HTTP retries: 4,437
Steps: 1662/14042  11% | Samples: 1662/14042 | accuracy: 0.81 | vllm: 31/32 | HTTP retries: 4,480
Steps: 1684/14042  11% | Samples: 1663/14042 | accuracy: 0.81 | vllm:  9/32 | HTTP retries: 4,500
Steps: 1685/14042  11% | Samples: 1664/14042 | accuracy: 0.82 | vllm: 10/32 | HTTP retries: 4,502
Steps: 1689/14042  12% | Samples: 1679/14042 | accuracy: 0.81 | vllm: 14/32 | HTTP retries: 4,523
Steps: 1694/14042  12% | Samples: 1681/14042 | accuracy: 0.81 | vllm: 16/32 | HTTP retries: 4,526
Steps: 1717/14042  12% | Samples: 1695/14042 | accuracy: 0.81 | vllm:  9/32 | HTTP retries: 4,572
Steps: 1718/14042  12% | Samples: 1701/14042 | accuracy: 0.81 | vllm: 12/32 | HTTP retries: 4,580
Steps: 1731/14042  12% | Samples: 1712/14042 | accuracy: 0.81 | vllm: 10/32 | HTTP retries: 4,599
Steps: 1741/14042  12% | Samples: 1732/14042 | accuracy: 0.82 | vllm: 21/32 | HTTP retries: 4,666
Steps: 1742/14042  12% | Samples: 1733/14042 | accuracy: 0.82 | vllm: 22/32 | HTTP retries: 4,666
Steps: 1763/14042  12% | Samples: 1743/14042 | accuracy: 0.81 | vllm: 11/32 | HTTP retries: 4,720
Steps: 1779/14042  12% | Samples: 1760/14042 | accuracy: 0.82 | vllm: 10/32 | HTTP retries: 4,747
Steps: 1795/14042  12% | Samples: 1780/14042 | accuracy: 0.82 | vllm: 16/32 | HTTP retries: 4,793
Steps: 1803/14042  12% | Samples: 1796/14042 | accuracy: 0.82 | vllm: 24/32 | HTTP retries: 4,848
Steps: 1830/14042  13% | Samples: 1804/14042 | accuracy: 0.81 | vllm:  5/32 | HTTP retries: 4,894
Steps: 1832/14042  13% | Samples: 1805/14042 | accuracy: 0.81 | vllm:  4/32 | HTTP retries: 4,898
Steps: 1835/14042  13% | Samples: 1813/14042 | accuracy: 0.81 | vllm:  7/32 | HTTP retries: 4,899
Steps: 1856/14042  13% | Samples: 1836/14042 | accuracy: 0.81 | vllm: 11/32 | HTTP retries: 4,959
Steps: 1861/14042  13% | Samples: 1850/14042 | accuracy: 0.81 | vllm: 14/32 | HTTP retries: 4,986
Steps: 1865/14042  13% | Samples: 1857/14042 | accuracy: 0.81 | vllm: 21/32 | HTTP retries: 4,997
Steps: 1891/14042  13% | Samples: 1866/14042 | accuracy: 0.81 | vllm:  6/32 | HTTP retries: 5,031
Steps: 1895/14042  13% | Samples: 1886/14042 | accuracy: 0.81 | vllm: 20/32 | HTTP retries: 5,061
Steps: 1896/14042  13% | Samples: 1890/14042 | accuracy: 0.81 | vllm: 23/32 | HTTP retries: 5,071
Steps: 1920/14042  13% | Samples: 1897/14042 | accuracy: 0.81 | vllm:  8/32 | HTTP retries: 5,107
Steps: 1929/14042  13% | Samples: 1909/14042 | accuracy: 0.81 | vllm:  9/32 | HTTP retries: 5,125
Steps: 1948/14042  13% | Samples: 1930/14042 | accuracy: 0.81 | vllm: 13/32 | HTTP retries: 5,175
Steps: 1966/14042  14% | Samples: 1949/14042 | accuracy: 0.81 | vllm: 14/32 | HTTP retries: 5,211
Steps: 1970/14042  14% | Samples: 1966/14042 | accuracy: 0.81 | vllm: 17/32 | HTTP retries: 5,241
Steps: 1978/14042  14% | Samples: 1967/14042 | accuracy: 0.81 | vllm: 20/32 | HTTP retries: 5,249
Steps: 1988/14042  14% | Samples: 1979/14042 | accuracy: 0.81 | vllm: 22/32 | HTTP retries: 5,306
Steps: 2009/14042  14% | Samples: 1989/14042 | accuracy: 0.81 | vllm: 11/32 | HTTP retries: 5,355
Steps: 2017/14042  14% | Samples: 2006/14042 | accuracy: 0.81 | vllm: 18/32 | HTTP retries: 5,389
Steps: 2025/14042  14% | Samples: 2010/14042 | accuracy: 0.81 | vllm: 16/32 | HTTP retries: 5,391
Steps: 2040/14042  14% | Samples: 2026/14042 | accuracy: 0.81 | vllm: 17/32 | HTTP retries: 5,442
Steps: 2041/14042  14% | Samples: 2041/14042 | accuracy: 0.81 | vllm: 31/32 | HTTP retries: 5,489
Steps: 2069/14042  14% | Samples: 2042/14042 | accuracy: 0.81 | vllm:  4/32 | HTTP retries: 5,509
Steps: 2076/14042  14% | Samples: 2058/14042 | accuracy: 0.81 | vllm: 11/32 | HTTP retries: 5,526
Steps: 2091/14042  14% | Samples: 2077/14042 | accuracy: 0.81 | vllm:  7/32 | HTTP retries: 5,578
Steps: 2103/14042  14% | Samples: 2079/14042 | accuracy: 0.81 | vllm:  7/32 | HTTP retries: 5,589
Steps: 2106/14042  14% | Samples: 2082/14042 | accuracy: 0.81 | vllm:  7/32 | HTTP retries: 5,592
Steps: 2121/14042  15% | Samples: 2107/14042 | accuracy: 0.81 | vllm:  7/32 | HTTP retries: 5,645
Steps: 2131/14042  15% | Samples: 2108/14042 | accuracy: 0.81 | vllm:  8/32 | HTTP retries: 5,649
Steps: 2132/14042  15% | Samples: 2113/14042 | accuracy: 0.81 | vllm: 10/32 | HTTP retries: 5,651
Steps: 2139/14042  15% | Samples: 2116/14042 | accuracy: 0.81 | vllm:  8/32 | HTTP retries: 5,670
Steps: 2165/14042  15% | Samples: 2140/14042 | accuracy: 0.82 | vllm:  6/32 | HTTP retries: 5,722
Steps: 2171/14042  15% | Samples: 2147/14042 | accuracy: 0.82 | vllm:  7/32 | HTTP retries: 5,742
Steps: 2197/14042  15% | Samples: 2172/14042 | accuracy: 0.81 | vllm:  6/32 | HTTP retries: 5,796
Steps: 2209/14042  15% | Samples: 2189/14042 | accuracy: 0.81 | vllm:  6/32 | HTTP retries: 5,816
Steps: 2212/14042  15% | Samples: 2191/14042 | accuracy: 0.81 | vllm:  8/32 | HTTP retries: 5,816
Steps: 2233/14042  15% | Samples: 2213/14042 | accuracy: 0.81 | vllm: 11/32 | HTTP retries: 5,884
Steps: 2240/14042  15% | Samples: 2230/14042 | accuracy: 0.81 | vllm: 14/32 | HTTP retries: 5,912
Steps: 2241/14042  15% | Samples: 2232/14042 | accuracy: 0.81 | vllm: 15/32 | HTTP retries: 5,914
Steps: 2245/14042  15% | Samples: 2233/14042 | accuracy: 0.81 | vllm: 16/32 | HTTP retries: 5,914
Steps: 2246/14042  15% | Samples: 2234/14042 | accuracy: 0.81 | vllm: 19/32 | HTTP retries: 5,921
Steps: 2261/14042  16% | Samples: 2247/14042 | accuracy: 0.81 | vllm: 15/32 | HTTP retries: 5,986
Steps: 2263/14042  16% | Samples: 2248/14042 | accuracy: 0.81 | vllm: 15/32 | HTTP retries: 5,992
Steps: 2264/14042  16% | Samples: 2252/14042 | accuracy: 0.81 | vllm: 17/32 | HTTP retries: 6,000
Steps: 2265/14042  16% | Samples: 2264/14042 | accuracy: 0.81 | vllm: 23/32 | HTTP retries: 6,029
Steps: 2270/14042  16% | Samples: 2265/14042 | accuracy: 0.81 | vllm: 26/32 | HTTP retries: 6,043
Steps: 2281/14042  16% | Samples: 2271/14042 | accuracy: 0.81 | vllm: 21/32 | HTTP retries: 6,074
Steps: 2296/14042  16% | Samples: 2282/14042 | accuracy: 0.81 | vllm: 17/32 | HTTP retries: 6,101
Steps: 2311/14042  16% | Samples: 2297/14042 | accuracy: 0.81 | vllm:  7/32 | HTTP retries: 6,160
Steps: 2321/14042  16% | Samples: 2298/14042 | accuracy: 0.81 | vllm:  7/32 | HTTP retries: 6,163
Steps: 2322/14042  16% | Samples: 2301/14042 | accuracy: 0.81 | vllm:  8/32 | HTTP retries: 6,163
Steps: 2336/14042  16% | Samples: 2314/14042 | accuracy: 0.81 | vllm:  7/32 | HTTP retries: 6,178
Steps: 2349/14042  16% | Samples: 2337/14042 | accuracy: 0.81 | vllm: 19/32 | HTTP retries: 6,246
Steps: 2371/14042  16% | Samples: 2350/14042 | accuracy: 0.81 | vllm: 10/32 | HTTP retries: 6,304
Steps: 2376/14042  16% | Samples: 2367/14042 | accuracy: 0.81 | vllm: 20/32 | HTTP retries: 6,337
Steps: 2390/14042  17% | Samples: 2377/14042 | accuracy: 0.81 | vllm: 18/32 | HTTP retries: 6,379
Steps: 2400/14042  17% | Samples: 2389/14042 | accuracy: 0.81 | vllm: 15/32 | HTTP retries: 6,393
