model,hint,owner_label,owner_counts_json,owner_rollouts_total
gemma-3-12b-it,0.2,mine,"{""mine"": 9320}",9320
gemma-3-12b-it,0.3,mine,"{""mine"": 9320}",9320
gemma-3-12b-it,0.4,mine,"{""mine"": 9320}",9320
gemma-3-12b-it,0.5,mine,"{""mine"": 9320}",9320
gemma-3-12b-it,0.6,mine,"{""mine"": 9320}",9320
gemma-3-12b-it,0.7,mine,"{""mine"": 9320}",9320
gemma-3-12b-it,0.8,mine,"{""mine"": 9320}",9320
gemma-3-12b-it,0.9,mine,"{""mine"": 9320}",9320
gemma-3-12b-it,1.0,mine,"{""mine"": 9413}",9413
gemma-3-27b-it,0.0,mine,"{""mine"": 9320}",9320
gemma-3-27b-it,0.1,mine,"{""mine"": 9340}",9340
gemma-3-27b-it,0.2,mine,"{""mine"": 9320}",9320
gemma-3-27b-it,0.3,mine,"{""mine"": 9440}",9440
gemma-3-27b-it,0.4,mine,"{""mine"": 9560}",9560
gemma-3-27b-it,0.5,mine,"{""mine"": 9441}",9441
gemma-3-27b-it,0.6,mine,"{""mine"": 11184}",11184
gemma-3-27b-it,0.7,mine,"{""mine"": 9330}",9330
gemma-3-27b-it,0.8,mine,"{""mine"": 9320}",9320
gemma-3-27b-it,0.9,mine,"{""mine"": 9320}",9320
gemma-3-27b-it,1.0,mine,"{""mine"": 9320}",9320
gemma-3-4b-it,0.0,mine,"{""mine"": 9320}",9320
gemma-3-4b-it,0.1,mine,"{""mine"": 9320}",9320
gemma-3-4b-it,0.2,mine,"{""mine"": 9320}",9320
gemma-3-4b-it,0.3,mine,"{""mine"": 9320}",9320
gemma-3-4b-it,0.4,mine,"{""mine"": 9320}",9320
gemma-3-4b-it,0.5,mine,"{""mine"": 9320}",9320
gemma-3-4b-it,0.6,mine,"{""mine"": 9320}",9320
gemma-3-4b-it,0.7,mine,"{""mine"": 9561}",9561
gemma-3-4b-it,0.8,mine,"{""mine"": 9350}",9350
gemma-3-4b-it,0.9,mine,"{""mine"": 9320}",9320
gemma-3-4b-it,1.0,mine,"{""mine"": 9320}",9320
